,N,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,토론실,Unnamed: 12
5,1005.0,TIGER 미국다우존스30,16120.0,80.0,+0.50%,0.0,3315.0,258.0,,,,,
9,1006.0,미래에셋 미국 고배당주 ETN(H),12880.0,0.0,0.00%,0.0,0.0,258.0,,,,,
10,1007.0,미래에셋 호주 ASX200 ETN(H),12835.0,0.0,0.00%,0.0,0.0,257.0,,,,,
11,1008.0,미래에셋 미디어엔터 Core5 ETN,12800.0,0.0,0.00%,0.0,0.0,256.0,,,,,
12,1009.0,이스타코,597.0,18.0,+3.11%,500.0,91802.0,256.0,-27.0,-6.15,-6.2,,
13,1010.0,하이골드8호,1715.0,10.0,-0.58%,5000.0,10977.0,256.0,28.0,8.45,7.66,,
17,1011.0,삼성 미국 대형 가치주 ETN,12725.0,0.0,0.00%,0.0,0.0,254.0,,,,,
18,1012.0,신한 인버스 천연가스 선물 ETN(H),12685.0,0.0,0.00%,0.0,0.0,254.0,,,,,
19,1013.0,TIGER 미국S&P500선물인버스(H),6560.0,30.0,-0.46%,0.0,214679.0,253.0,,,,,
20,1014.0,KINDEX 싱가포르리츠,11990.0,125.0,+1.05%,0.0,103117.0,252.0,,,,,
21,1015.0,세방우,6790.0,30.0,+0.44%,500.0,73.0,250.0,,3.6,,,
25,1016.0,삼성 레버리지 금 선물 ETN(H),24965.0,250.0,-0.99%,0.0,5370.0,250.0,,,,,
26,1017.0,신한 레버리지 미국달러 선물 ETN,12480.0,55.0,+0.44%,0.0,525.0,250.0,,,,,
27,1018.0,유안타증권우,1930.0,25.0,-1.28%,5000.0,3989.0,249.0,,3.91,,,
28,1019.0,TIGER 200 금융,6230.0,0.0,0.00%,0.0,475.0,249.0,,,,,
29,1020.0,삼성 인버스 2X WTI원유 선물 ETN,4975.0,5.0,-0.10%,0.0,24395.0,249.0,,,,,
33,1021.0,삼성 미국 중소형 성장주 ETN,12340.0,0.0,0.00%,0.0,0.0,247.0,,,,,
34,1022.0,미래에셋 에너지화학 Core5 ETN,12330.0,80.0,-0.64%,0.0,1.0,247.0,,,,,
35,1023.0,삼성 미국 대형 가치주 ETN(H),12280.0,100.0,+0.82%,0.0,508.0,246.0,,,,,
36,1024.0,진양폴리,2455.0,175.0,-6.65%,500.0,154783.0,246.0,11.0,25.57,2.72,,
37,1025.0,미래에셋 일본 대형주 ETN(H),12260.0,15.0,+0.12%,0.0,1.0,245.0,,,,,
41,1026.0,TIGER 우선주,8800.0,15.0,-0.17%,0.0,5101.0,245.0,,,,,
42,1027.0,미래에셋 미국 헬스케어 ETN(H),12230.0,80.0,-0.65%,0.0,47.0,245.0,,,,,
43,1028.0,신한 인버스 2X 다우존스지수 선물 ETN(H),6115.0,75.0,-1.21%,0.0,68989.0,245.0,,,,,
44,1029.0,KODEX 배당성장,11005.0,50.0,-0.45%,0.0,1289.0,242.0,,,,,
45,1030.0,미래에셋 유럽 대형주 ETN(H),12105.0,0.0,0.00%,0.0,0.0,242.0,,,,,
49,1031.0,ARIRANG 단기우량채권,52465.0,10.0,+0.02%,0.0,393.0,241.0,,,,,
50,1032.0,신한 금 선물 ETN(H),12015.0,60.0,-0.50%,0.0,1931.0,240.0,,,,,
51,1033.0,KOSEF 200선물레버리지,9730.0,15.0,-0.15%,0.0,3917.0,238.0,,,,,
52,1034.0,미래에셋 원유선물혼합 ETN(H),23625.0,20.0,+0.08%,0.0,6.0,236.0,,,,,
53,1035.0,미래에셋 유럽 중형주 ETN(H),11805.0,0.0,0.00%,0.0,0.0,236.0,,,,,
57,1036.0,삼성 미국 중소형 성장주 ETN(H),11790.0,0.0,0.00%,0.0,0.0,236.0,,,,,
58,1037.0,모두투어리츠,3000.0,140.0,+4.90%,5000.0,13798.0,235.0,23.0,25.86,1.13,,
59,1038.0,에이리츠,6380.0,60.0,+0.95%,5000.0,20458.0,235.0,6.0,6.58,4.6,,
60,1039.0,TIGER 가격조정,21580.0,125.0,-0.58%,0.0,270.0,233.0,,,,,
61,1040.0,부산주공,550.0,24.0,+4.56%,500.0,359777.0,233.0,-69.0,-0.94,-7.09,,
65,1041.0,세기상사,56900.0,100.0,-0.18%,5000.0,1006.0,232.0,-4.0,-67.02,-0.81,,
66,1042.0,QV 스마트리밸런싱 250/3 ETN,11565.0,35.0,+0.30%,0.0,5.0,231.0,,,,,
67,1043.0,신한 구리 선물 ETN(H),11560.0,45.0,-0.39%,0.0,600.0,231.0,,,,,
68,1044.0,청호컴넷,2755.0,65.0,+2.42%,5000.0,19817.0,231.0,-60.0,15.65,2.16,,
69,1045.0,TIGER 미국달러선물인버스2X,9145.0,55.0,-0.60%,0.0,102.0,229.0,,,,,
73,1046.0,미래에셋 일본 중형주 ETN(H),11430.0,15.0,+0.13%,0.0,1.0,229.0,,,,,
74,1047.0,금호전기,2300.0,210.0,-8.37%,5000.0,249409.0,229.0,-478.0,-0.88,-7.22,,
75,1048.0,ARIRANG 미국단기우량회사채,99305.0,30.0,+0.03%,0.0,44.0,228.0,,,,,
76,1049.0,미래에셋 미국 시니어론 100 ETN,11360.0,0.0,0.00%,0.0,0.0,227.0,,,,,
77,1050.0,미래에셋 글로벌 리츠 ETN(H),11350.0,80.0,+0.71%,0.0,10.0,227.0,,,,,
1,1051.0,ARIRANG 미국장기우량회사채,98475.0,845.0,-0.85%,0.0,605.0,226.0,,,,,
2,1052.0,씨아이테크,417.0,5.0,-1.18%,500.0,194957.0,226.0,-20.0,-8.02,-7.46,,
3,1053.0,미래에셋 중국 심천 100 ETN,11210.0,90.0,+0.81%,0.0,1.0,224.0,,,,,
4,1054.0,QV 레버리지 WTI원유 선물 ETN(H),11180.0,15.0,-0.13%,0.0,54.0,224.0,,,,,
5,1055.0,KINDEX 중국본토CSI300레버리지(합성),3320.0,65.0,+2.00%,0.0,12078.0,222.0,,,,,
9,1056.0,미래에셋 미국 리츠 ETN(H),11090.0,0.0,0.00%,0.0,0.0,222.0,,,,,
10,1057.0,KBSTAR 국고채3년선물인버스,98980.0,95.0,+0.10%,0.0,8.0,222.0,,,,,
11,1058.0,일정실업,18400.0,750.0,+4.25%,5000.0,1326.0,221.0,-84.0,-3.21,-10.14,,
12,1059.0,삼성 미국 중소형 가치주 ETN,10985.0,0.0,0.00%,0.0,0.0,220.0,,,,,
13,1060.0,FOCUS ESG리더스,7545.0,15.0,-0.20%,0.0,2.0,219.0,,,,,
17,1061.0,HANARO KRX300,11700.0,5.0,+0.04%,0.0,100.0,216.0,,,,,
18,1062.0,신한 인버스 2X 은 선물 ETN(H),10785.0,90.0,+0.84%,0.0,1231.0,216.0,,,,,
19,1063.0,KINDEX 골드선물 레버리지(합성 H),14340.0,195.0,-1.34%,0.0,35619.0,215.0,,,,,
20,1064.0,KODEX 미국달러선물,10555.0,35.0,+0.33%,0.0,95905.0,214.0,,,,,
21,1065.0,KBSTAR 모멘텀로우볼,10415.0,20.0,-0.19%,0.0,112.0,214.0,,,,,
25,1066.0,QV 스마트리밸런싱 260/4 ETN,10670.0,0.0,0.00%,0.0,0.0,213.0,,,,,
26,1067.0,KODEX 미국달러선물레버리지,10540.0,65.0,+0.62%,0.0,148385.0,213.0,,,,,
27,1068.0,미래에셋 미국 시니어론 100 ETN(H),10570.0,0.0,0.00%,0.0,0.0,211.0,,,,,
28,1069.0,삼성 미국 중소형 가치주 ETN(H),10495.0,0.0,0.00%,0.0,0.0,210.0,,,,,
29,1070.0,신한 인버스 2X S&P500 선물 ETN,10485.0,60.0,-0.57%,0.0,9113.0,210.0,,,,,
33,1071.0,삼성 바이오 테마주 ETN,10460.0,130.0,-1.23%,0.0,12.0,209.0,,,,,
34,1072.0,하이트론,3765.0,5.0,-0.13%,2500.0,3395.0,208.0,-10.0,28.96,1.18,,
35,1073.0,삼성 화학 테마주 ETN,10410.0,0.0,0.00%,0.0,0.0,208.0,,,,,
36,1074.0,QV S&P500 VIX S/T 선물 ETN B,20815.0,255.0,+1.24%,0.0,1.0,208.0,,,,,
37,1075.0,QV 자동차 TOP5 ETN,10365.0,0.0,0.00%,0.0,0.0,207.0,,,,,
41,1076.0,QV 에너지 TOP5 ETN,10300.0,55.0,-0.53%,0.0,111.0,206.0,,,,,
42,1077.0,KODEX TRF7030,10280.0,55.0,+0.54%,0.0,3520.0,206.0,,,,,
43,1078.0,KODEX TRF5050,10260.0,35.0,+0.34%,0.0,1765.0,205.0,,,,,
44,1079.0,KODEX 자동차,14605.0,85.0,+0.59%,0.0,1296.0,204.0,,,,,
45,1080.0,QV KTOP30 ETN,10220.0,0.0,0.00%,0.0,0.0,204.0,,,,,
49,1081.0,신한 인버스 구리 선물 ETN(H),10100.0,0.0,0.00%,0.0,0.0,202.0,,,,,
50,1082.0,대덕전자1우,6100.0,20.0,-0.33%,500.0,1290.0,202.0,,1.18,,,
51,1083.0,TIGER 200IT레버리지,20100.0,170.0,+0.85%,0.0,6736.0,201.0,,,,,
52,1084.0,TRUE 다우존스 지속가능경영 코리아 ETN,10000.0,0.0,0.00%,0.0,20011.0,200.0,,,,,
53,1085.0,신한 은 선물 ETN(H),9920.0,45.0,-0.45%,0.0,70.0,198.0,,,,,
57,1086.0,미래에셋 레버리지 원유선물혼합 ETN(H),19810.0,15.0,+0.08%,0.0,26.0,198.0,,,,,
58,1087.0,하나니켈1호,870.0,15.0,+1.75%,0.0,722350.0,198.0,,,,,
59,1088.0,신한 코스피 월별 양매도 5% OTM ETN,9885.0,0.0,0.00%,0.0,0.0,198.0,,,,,
60,1089.0,KODEX 코스피100,19770.0,0.0,0.00%,0.0,1983.0,198.0,,,,,
61,1090.0,SK디스커버리우,14550.0,350.0,-2.35%,5000.0,3477.0,198.0,,3.7,,,
65,1091.0,신한 레버리지 S&P500 선물 ETN,9880.0,85.0,+0.87%,0.0,217.0,198.0,,,,,
66,1092.0,신한 코스피 월별 양매도 3% OTM ETN,9855.0,0.0,0.00%,0.0,0.0,197.0,,,,,
67,1093.0,KODEX 2차전지산업,7865.0,100.0,+1.29%,0.0,9791.0,197.0,,,,,
68,1094.0,ARIRANG 중형주저변동50,8185.0,90.0,-1.09%,0.0,417.0,196.0,,,,,
69,1095.0,신한 코스피 콘도르 6/10% ETN,9755.0,0.0,0.00%,0.0,23.0,195.0,,,,,
73,1096.0,신한 인버스 WTI원유 선물 ETN(H),9750.0,50.0,+0.52%,0.0,44.0,195.0,,,,,
74,1097.0,KTOP 코스피50,17760.0,70.0,-0.39%,0.0,100.0,194.0,,,,,
75,1098.0,KINDEX 중기국고채,107640.0,65.0,-0.06%,0.0,11.0,194.0,,,,,
76,1099.0,TREX 200,25815.0,30.0,-0.12%,0.0,30.0,194.0,,,,,
77,1100.0,신한 USD K200 선물 바이셀 ETN,9645.0,20.0,+0.21%,0.0,119.0,193.0,,,,,
1,1101.0,KODEX MSCI KOREA ESG유니버설,7680.0,0.0,0.00%,0.0,0.0,192.0,,,,,
2,1102.0,한진칼우,35500.0,500.0,-1.39%,2500.0,9583.0,191.0,,-51.98,,,
3,1103.0,태영건설우,7350.0,90.0,+1.24%,500.0,13122.0,188.0,,3.07,,,
4,1104.0,KODEX 배당성장채권혼합,10405.0,15.0,-0.14%,0.0,3811.0,187.0,,,,,
5,1105.0,하이트진로2우B,16500.0,100.0,+0.61%,5000.0,7862.0,186.0,,52.88,,,
9,1106.0,TIGER 미국S&P500레버리지(합성 H),16935.0,125.0,+0.74%,0.0,6917.0,186.0,,,,,
10,1107.0,QV 바이오 TOP5 ETN,9235.0,110.0,-1.18%,0.0,256.0,185.0,,,,,
11,1108.0,TIGER 배당성장,13675.0,70.0,-0.51%,0.0,979.0,185.0,,,,,
12,1109.0,마이다스 200커버드콜5%OTM,11490.0,0.0,0.00%,0.0,0.0,184.0,,,,,
13,1110.0,TRUE 빅5 동일가중 ETN,9125.0,0.0,0.00%,0.0,0.0,182.0,,,,,
17,1111.0,한국주강,1605.0,15.0,-0.93%,500.0,13725.0,182.0,-89.0,-1.79,-13.93,,
18,1112.0,QV 롱숏 K150 매수 로우볼 매도 ETN,8895.0,0.0,0.00%,0.0,0.0,178.0,,,,,
19,1113.0,FOCUS KRX300,11790.0,30.0,-0.25%,0.0,2.0,177.0,,,,,
20,1114.0,신한 인버스 은 선물 ETN(H),8765.0,35.0,+0.40%,0.0,1.0,175.0,,,,,
21,1115.0,미래에셋 Q150 Core5 ETN,8765.0,0.0,0.00%,0.0,0.0,175.0,,,,,
25,1116.0,KBSTAR 모멘텀밸류,10295.0,5.0,+0.05%,0.0,17.0,175.0,,,,,
26,1117.0,KODEX 미국S&P고배당커버드콜(합성 H),9670.0,45.0,+0.47%,0.0,4296.0,174.0,,,,,
27,1118.0,신한 K200 USD 선물 바이셀 ETN,8685.0,110.0,-1.25%,0.0,12.0,174.0,,,,,
28,1119.0,TRUE 코리아프리미어 ETN,8635.0,0.0,0.00%,0.0,0.0,173.0,,,,,
29,1120.0,TIGER 코스닥150선물인버스,9335.0,75.0,+0.81%,0.0,256249.0,173.0,,,,,
33,1121.0,QV 화학 TOP5 ETN,8595.0,135.0,+1.60%,0.0,105.0,172.0,,,,,
34,1122.0,대상우,12400.0,100.0,+0.81%,1000.0,7824.0,170.0,,6.89,,,
35,1123.0,삼성 온라인쇼핑 테마주 ETN,8430.0,0.0,0.00%,0.0,0.0,169.0,,,,,
36,1124.0,삼성 증권 테마주 ETN,8415.0,100.0,-1.17%,0.0,1100.0,168.0,,,,,
37,1125.0,KINDEX 밸류대형,6390.0,10.0,-0.16%,0.0,30.0,166.0,,,,,
41,1126.0,QV 건설 TOP5 ETN,8300.0,115.0,-1.37%,0.0,1.0,166.0,,,,,
42,1127.0,대신 인버스 2X 니켈선물 ETN(H),8265.0,25.0,+0.30%,0.0,15508.0,165.0,,,,,
43,1128.0,KINDEX 인도네시아MSCI(합성),10255.0,215.0,+2.14%,0.0,11232.0,164.0,,,,,
44,1129.0,KBSTAR 채권혼합,54495.0,60.0,-0.11%,0.0,11.0,163.0,,,,,
45,1130.0,신한 인버스 금 선물 ETN(H),8105.0,0.0,0.00%,0.0,0.0,162.0,,,,,
49,1131.0,QV 인버스 레버리지 10년 국채선물 ETN,16125.0,15.0,+0.09%,0.0,1.0,161.0,,,,,
50,1132.0,금호산업우,54700.0,1300.0,-2.32%,5000.0,33796.0,160.0,,-4207.69,,,
51,1133.0,QV 조선 TOP5 ETN,7965.0,125.0,+1.59%,0.0,132.0,159.0,,,,,
52,1134.0,KOSEF 200 선물,11340.0,10.0,-0.09%,0.0,2351.0,159.0,,,,,
53,1135.0,ARIRANG 미국S&P500(H),12210.0,10.0,+0.08%,0.0,1694.0,159.0,,,,,
57,1136.0,KODEX 국채선물10년,72995.0,180.0,-0.25%,0.0,1517.0,158.0,,,,,
58,1137.0,신한 WTI원유 선물 ETN(H),7835.0,10.0,-0.13%,0.0,46.0,157.0,,,,,
59,1138.0,현대건설우,158500.0,500.0,+0.32%,5000.0,432.0,157.0,,46.29,,,
60,1139.0,대한항공우,14050.0,50.0,-0.35%,5000.0,6605.0,156.0,,-6.98,,,
61,1140.0,삼성 인버스 2X 금 선물 ETN(H),15605.0,160.0,+1.04%,0.0,2039.0,156.0,,,,,
65,1141.0,TIGER 200 에너지화학,11360.0,50.0,+0.44%,0.0,232.0,154.0,,,,,
66,1142.0,TIGER 대형가치,8325.0,10.0,-0.12%,0.0,1886.0,154.0,,,,,
67,1143.0,KODEX 건설,2605.0,20.0,-0.76%,0.0,48331.0,154.0,,,,,
68,1144.0,ARIRANG ESG우수기업,7665.0,5.0,+0.07%,0.0,17.0,153.0,,,,,
69,1145.0,KODEX 바이오,7365.0,115.0,-1.54%,0.0,28847.0,153.0,,,,,
73,1146.0,KODEX KTOP30,12765.0,15.0,-0.12%,0.0,232.0,153.0,,,,,
74,1147.0,신한 인버스 2X 미국달러 선물 ETN,7595.0,35.0,-0.46%,0.0,1016.0,152.0,,,,,
75,1148.0,TRUE 섹터탑픽 ETN,7560.0,0.0,0.00%,0.0,0.0,151.0,,,,,
76,1149.0,신한 천연가스 선물 ETN(H),5000.0,65.0,-1.28%,0.0,10780.0,150.0,,,,,
77,1150.0,QV 인버스 레버리지 S&P500 ETN,7425.0,35.0,+0.47%,0.0,31.0,148.0,,,,,
1,1151.0,KODEX 미국달러선물인버스2X,9165.0,55.0,-0.60%,0.0,136060.0,148.0,,,,,
2,1152.0,신한 콩 선물 ETN(H),7420.0,0.0,0.00%,0.0,0.0,148.0,,,,,
3,1153.0,KOSEF 인도Nifty50(합성),12865.0,60.0,-0.46%,0.0,20896.0,148.0,,,,,
4,1154.0,KOSEF 국고채10년레버리지,147540.0,885.0,-0.60%,0.0,3301.0,148.0,,,,,
5,1155.0,KODEX 턴어라운드투자,10435.0,45.0,-0.43%,0.0,296.0,146.0,,,,,
9,1156.0,삼성 S&P500 VIX S/T 선물 ETN(H) B,19360.0,45.0,+0.23%,0.0,4355.0,145.0,,,,,
10,1157.0,SMART 선진국MSCI World(합성 H),13095.0,20.0,-0.15%,0.0,2.0,144.0,,,,,
11,1158.0,미래에셋 인버스 미디어엔터 Core5 ETN,14265.0,0.0,0.00%,0.0,0.0,143.0,,,,,
12,1159.0,미래에셋 인버스 에너지화학 Core5 ETN,7130.0,0.0,0.00%,0.0,0.0,143.0,,,,,
13,1160.0,KODEX 글로벌4차산업로보틱스(합성),10550.0,30.0,-0.28%,0.0,1036.0,142.0,,,,,
17,1161.0,신한 레버리지 금 선물 ETN,14115.0,100.0,-0.70%,0.0,34118.0,141.0,,,,,
18,1162.0,KODEX KRX300레버리지,8270.0,40.0,-0.48%,0.0,3284.0,141.0,,,,,
19,1163.0,KINDEX 스마트모멘텀,10765.0,5.0,-0.05%,0.0,20.0,140.0,,,,,
20,1164.0,KOSEF 200선물인버스2X,8460.0,25.0,+0.30%,0.0,34768.0,140.0,,,,,
21,1165.0,TRUE 인버스 2X S&P500 선물 ETN(H),6950.0,65.0,-0.93%,0.0,65942.0,139.0,,,,,
25,1166.0,TIGER 일본니케이225,13845.0,95.0,+0.69%,0.0,805.0,138.0,,,,,
26,1167.0,파워 고배당저변동성,25560.0,70.0,-0.27%,0.0,32.0,138.0,,,,,
27,1168.0,HANARO 고배당,8820.0,5.0,+0.06%,0.0,1000.0,137.0,,,,,
28,1169.0,KODEX 반도체,19520.0,25.0,+0.13%,0.0,1933.0,137.0,,,,,
29,1170.0,한화우,28500.0,100.0,+0.35%,5000.0,17689.0,137.0,,5.96,,,
33,1171.0,QV 운송 TOP5 ETN,6770.0,0.0,0.00%,0.0,0.0,135.0,,,,,
34,1172.0,미래에셋 인버스 S&P500 ETN(H),6765.0,15.0,-0.22%,0.0,407.0,135.0,,,,,
35,1173.0,KODEX 모멘텀Plus,8400.0,0.0,0.00%,0.0,738.0,134.0,,,,,
36,1174.0,녹십자홀딩스2우,15800.0,150.0,+0.96%,500.0,69.0,134.0,,42.36,,,
37,1175.0,KOSEF 코스닥150선물인버스,16505.0,140.0,+0.86%,0.0,3059.0,132.0,,,,,
41,1176.0,삼양홀딩스우,43050.0,350.0,-0.81%,5000.0,122.0,131.0,,5.46,,,
42,1177.0,TIGER S&P글로벌헬스케어(합성),13075.0,70.0,-0.53%,0.0,4143.0,131.0,,,,,
43,1178.0,미래에셋 인버스 원유선물혼합 ETN(H),13045.0,50.0,+0.38%,0.0,2.0,130.0,,,,,
44,1179.0,TIGER 인도니프티50레버리지(합성),14465.0,180.0,-1.23%,0.0,10715.0,130.0,,,,,
45,1180.0,하이트진로홀딩스우,27600.0,6350.0,+29.88%,5000.0,524643.0,130.0,,-240.0,,,
49,1181.0,넥센우,3590.0,35.0,+0.98%,500.0,233.0,129.0,,3.3,,,
50,1182.0,삼양사우,34650.0,0.0,0.00%,5000.0,22.0,128.0,,8.21,,,
51,1183.0,QV 레버리지 10년 국채선물 ETN,25580.0,15.0,+0.06%,0.0,525.0,128.0,,,,,
52,1184.0,TIGER 반도체,19890.0,25.0,+0.13%,0.0,686.0,127.0,,,,,
53,1185.0,TIGER 200 중공업,2750.0,20.0,+0.73%,0.0,10902.0,127.0,,,,,
57,1186.0,TIGER 미국달러선물레버리지,10550.0,60.0,+0.57%,0.0,624.0,127.0,,,,,
58,1187.0,신한 옥수수 선물 ETN(H),6325.0,15.0,-0.24%,0.0,5968.0,126.0,,,,,
59,1188.0,삼성 레버리지 은 선물 ETN(H),12610.0,110.0,-0.86%,0.0,14524.0,126.0,,,,,
60,1189.0,삼성 미디어 테마주 ETN,6305.0,0.0,0.00%,0.0,0.0,126.0,,,,,
61,1190.0,한화케미칼우,11200.0,100.0,-0.88%,5000.0,5700.0,126.0,,9.89,,,
65,1191.0,KODEX 최소변동성,8385.0,40.0,-0.47%,0.0,51.0,126.0,,,,,
66,1192.0,KODEX 국채선물10년인버스,44570.0,120.0,+0.27%,0.0,32.0,126.0,,,,,
67,1193.0,TRUE 레버리지 S&P500 선물 ETN(H),12560.0,105.0,+0.84%,0.0,21999.0,126.0,,,,,
68,1194.0,KBSTAR 주식혼합,31110.0,40.0,-0.13%,0.0,6.0,124.0,,,,,
69,1195.0,NPC우,2340.0,5.0,+0.21%,500.0,2754.0,124.0,,8.3,,,
73,1196.0,신한 인버스 다우존스지수 선물 ETN(H),6165.0,40.0,-0.64%,0.0,1282.0,123.0,,,,,
74,1197.0,TIGER 유로스탁스배당30,12205.0,80.0,+0.66%,0.0,1595.0,122.0,,,,,
75,1198.0,KINDEX 레버리지,4195.0,5.0,-0.12%,0.0,8966.0,122.0,,,,,
76,1199.0,TRUE 코스피 커버드풋 ETN B,12135.0,0.0,0.00%,0.0,2.0,121.0,,,,,
77,1200.0,QV 내수소비 TOP5 ETN,6035.0,65.0,-1.07%,0.0,1.0,121.0,,,,,
1,1201.0,삼성 인버스 China A50 선물 ETN(H),11990.0,140.0,-1.15%,0.0,1413.0,120.0,,,,,
2,1202.0,TIGER 중소형가치,7730.0,40.0,-0.51%,0.0,2328.0,120.0,,,,,
3,1203.0,TRUE 레버리지 엔선물 ETN B,11935.0,65.0,+0.55%,0.0,656.0,119.0,,,,,
4,1204.0,KBSTAR 5대그룹주,4970.0,15.0,+0.30%,0.0,52.0,119.0,,,,,
5,1205.0,TIGER 경기방어채권혼합,9110.0,35.0,-0.38%,0.0,410.0,118.0,,,,,
9,1206.0,TIGER 200 건설,2315.0,25.0,-1.07%,0.0,4319.0,118.0,,,,,
10,1207.0,KODEX MSCI밸류,8390.0,20.0,-0.24%,0.0,277.0,117.0,,,,,
11,1208.0,신풍제약우,5330.0,50.0,+0.95%,500.0,3454.0,117.0,,148.06,,,
12,1209.0,남선알미우,38000.0,50.0,+0.13%,500.0,11358.0,117.0,,166.67,,,
13,1210.0,코오롱우,10850.0,950.0,-8.05%,5000.0,484283.0,117.0,,97.75,,,
17,1211.0,KODEX S&P글로벌인프라(합성),11840.0,60.0,-0.50%,0.0,5225.0,116.0,,,,,
18,1212.0,KODEX WTI원유선물(H),19235.0,5.0,-0.03%,0.0,3558.0,115.0,,,,,
19,1213.0,KODEX 미국S&P IT(합성),24440.0,30.0,+0.12%,0.0,640.0,115.0,,,,,
20,1214.0,QV 제약 TOP5 ETN,5735.0,25.0,-0.43%,0.0,1.0,115.0,,,,,
21,1215.0,흥국 S&P코리아로우볼,9315.0,0.0,0.00%,0.0,0.0,115.0,,,,,
25,1216.0,미래에셋 인버스 전기전자 Core5 ETN,5725.0,0.0,0.00%,0.0,1029.0,114.0,,,,,
26,1217.0,삼성 레저 테마주 ETN,5685.0,0.0,0.00%,0.0,0.0,114.0,,,,,
27,1218.0,TIGER S&P글로벌인프라(합성),11335.0,5.0,+0.04%,0.0,18.0,113.0,,,,,
28,1219.0,ARIRANG 고배당주채권혼합,10255.0,5.0,+0.05%,0.0,5184.0,113.0,,,,,
29,1220.0,삼성 인버스 2X 구리 선물 ETN(H),11085.0,15.0,+0.14%,0.0,124.0,111.0,,,,,
33,1221.0,대신 2X 아연선물 ETN(H),5540.0,95.0,-1.69%,0.0,11336.0,111.0,,,,,
34,1222.0,신한 인버스 2X 구리 선물 ETN,11065.0,75.0,+0.68%,0.0,222.0,111.0,,,,,
35,1223.0,QV CHINEXT ETN(H),5530.0,0.0,0.00%,0.0,0.0,111.0,,,,,
36,1224.0,TRUE 레버리지 유로스탁스50 ETN(H),11060.0,55.0,+0.50%,0.0,789.0,111.0,,,,,
37,1225.0,TIGER 200커버드콜ATM,9210.0,5.0,-0.05%,0.0,12.0,111.0,,,,,
41,1226.0,TIGER 200커뮤니케이션서비스,16230.0,155.0,-0.95%,0.0,1.0,110.0,,,,,
42,1227.0,TIGER 증권,3715.0,25.0,-0.67%,0.0,11765.0,110.0,,,,,
43,1228.0,대신 인버스 철광석 선물 ETN(H),5490.0,320.0,-5.51%,0.0,71373.0,110.0,,,,,
44,1229.0,TRUE 인버스 HSCEI ETN(H) B,10945.0,95.0,-0.86%,0.0,47.0,109.0,,,,,
45,1230.0,TRUE 엔선물 ETN B,10940.0,0.0,0.00%,0.0,0.0,109.0,,,,,
49,1231.0,KINDEX 러시아MSCI(합성),27345.0,200.0,+0.74%,0.0,3036.0,109.0,,,,,
50,1232.0,KINDEX 스마트밸류,9930.0,10.0,+0.10%,0.0,20.0,109.0,,,,,
51,1233.0,KODEX KRX300선물인버스,10855.0,15.0,-0.14%,0.0,1211.0,109.0,,,,,
52,1234.0,신한 달러인덱스 선물 ETN(H),10840.0,0.0,0.00%,0.0,0.0,108.0,,,,,
53,1235.0,ARIRANG 미국나스닥기술주,13470.0,80.0,+0.60%,0.0,1978.0,108.0,,,,,
57,1236.0,대신 WTI원유 선물 ETN(H),10740.0,65.0,-0.60%,0.0,5.0,107.0,,,,,
58,1237.0,KODEX 성장투자,8905.0,0.0,0.00%,0.0,0.0,107.0,,,,,
59,1238.0,SK네트웍스우,94000.0,1600.0,-1.67%,2500.0,4530.0,107.0,,3241.38,,,
60,1239.0,TRUE 인버스 2X 나스닥 100 ETN,10675.0,55.0,-0.51%,0.0,52948.0,107.0,,,,,
61,1240.0,ARIRANG 우량회사채50 1년,106665.0,25.0,-0.02%,0.0,187.0,107.0,,,,,
65,1241.0,계양전기우,7590.0,100.0,-1.30%,500.0,7511.0,106.0,,27.01,,,
66,1242.0,신한 MSCI 인도네시아 선물 ETN(H),10600.0,0.0,0.00%,0.0,0.0,106.0,,,,,
67,1243.0,TIGER 일본TOPIX헬스케어(합성),10560.0,60.0,+0.57%,0.0,200.0,106.0,,,,,
68,1244.0,TRUE 인버스 나스닥 100 ETN,10540.0,25.0,+0.24%,0.0,50.0,105.0,,,,,
69,1245.0,대신 니켈선물 ETN(H),15045.0,95.0,+0.64%,0.0,250.0,105.0,,,,,
73,1246.0,SK증권우,2685.0,15.0,-0.56%,500.0,17279.0,105.0,,68.85,,,
74,1247.0,TIGER 글로벌자원생산기업(합성 H),10440.0,90.0,-0.85%,0.0,199.0,104.0,,,,,
75,1248.0,TIGER 미국나스닥바이오,14895.0,5.0,+0.03%,0.0,513.0,104.0,,,,,
76,1249.0,KOSEF Fn중소형,16220.0,120.0,-0.73%,0.0,4050.0,104.0,,,,,
77,1250.0,TRUE 유로선물 ETN B,10330.0,20.0,+0.19%,0.0,4.0,103.0,,,,,
1,1251.0,파워 코스피100,19850.0,10.0,+0.05%,0.0,51.0,103.0,,,,,
2,1252.0,KODEX 멀티에셋하이인컴(H),10290.0,5.0,-0.05%,0.0,5163.0,103.0,,,,,
3,1253.0,TIGER 미국달러단기채권액티브,10285.0,25.0,+0.24%,0.0,16066.0,103.0,,,,,
4,1254.0,KODEX 200미국채혼합,10655.0,5.0,+0.05%,0.0,6125.0,102.0,,,,,
5,1255.0,KOSEF 미국달러선물인버스,10120.0,30.0,-0.30%,0.0,351.0,102.0,,,,,
